query_idx,phase,user_id,user_profile,question,category,difficulty,source,compute,score,cache_hit,ensemble_size
223,Накопление кэша,0,active,Какие основные нутриенты необходимы человеку?,Основы нутрициологии,medium,expert,2.98,94.1,False,3
224,Накопление кэша,0,active,Влияет ли цинк на иммунитет?,БАДы и добавки,easy,expert,3.09,99,False,4
225,Накопление кэша,0,active,У меня такой вопрос: как йод влияет на щитовидную железу?,Микронутриенты и витамины,medium,user,3.57,99,False,3
226,Накопление кэша,0,active,Что такое DASH-диета?,Диеты и режимы,hard,expert,5.24,88.8,False,3
227,Накопление кэша,0,active,"Дайте совет, какие органы участвуют в пищеварении? А то я за",Основы нутрициологии,easy,user,1.78,96.8,False,3
228,Накопление кэша,0,active,"Посоветуйте, что такое метаболический синдром?",Заболевания и питание,easy,user,3.33,99,False,4
229,Накопление кэша,0,active,Что такое BCAA?),Спортивное питание,easy,user,1.78,96.8,False,3
230,Накопление кэша,0,active,Вопрос по теме «Диеты и режимы» #18?,Диеты и режимы,medium,user,3.27,97.4,False,3
231,Накопление кэша,0,active,"Дайте совет, какова норма жиров в сутки интересно узнать?",Макронутриенты,easy,user,1.78,99,False,3
232,Накопление кэша,0,active,Зачем принимать магний?,БАДы и добавки,hard,expert,8.25,92.9,False,4
233,Накопление кэша,0,active,Интересует такой вопрос: какая связь между питанием и онколо,Заболевания и питание,easy,user,3.33,99,False,4
